#id	flamsteed	bayer	con 	ra	dec	mag
2543				065139.3	+030230	6.38
2544				065036.9	-254641	6.33
2545				065023.3	-314222	5.70
2546				064957.8	-452700	6.55
2547	61	Psi8	Aur	065357.0	+383018	6.48
2548				064954.6	-463653	5.14
2549				065052.4	-342202	4.99
2550		Alp	Pic	064811.4	-615629	3.27
2551				065249.4	+082249	5.77
2552				065222.9	-051858	6.30
2553		Tau	Pup	064956.2	-503653	2.93
2554				064951.3	-533720	4.40
2555				065322.5	+105947	6.24
2556				065515.2	+454935	6.34
2557				065514.7	+435436	6.13
2558				065142.3	-361349	5.96
2559		Zet	Men	064002.7	-804849	5.64
2560	15		Lyn	065716.5	+582521	4.35
2561				065713.2	+573348	6.05
2562				065001.1	-601457	6.11
2563				065132.8	-481733	6.42
2564	38		Gem	065438.7	+131040	4.65
2565				065318.8	-190158	5.64
2566				065321.7	-185600	6.14
2567				065300.1	-265727	6.40
2568		Psi9	Aur	065632.3	+461627	5.87
2569	37		Gem	065518.6	+252232	5.73
2570				065408.5	-055109	6.41
2571	15		CMa	065332.9	-201327	4.83
2572				065424.6	-010737	5.45
2573				065656.0	+464218	5.86
2574	14	The	CMa	065411.4	-120219	4.07
2575				065239.7	-423016	6.52
2576				065333.9	-283223	6.04
2577				065442.1	-014523	6.21
2578				065355.3	-243221	6.21
2579				065247.1	-435833	6.46
2580	16	Omi1	CMa	065407.9	-241102	3.87
2581				070121.5	+704829	5.68
2582				065458.8	-024813	6.04
2583				065413.0	-235542	6.91
2584				065534.6	+081929	6.29
2585	16		Lyn	065737.1	+450539	4.90
2586				065700.5	+334052	5.89
2587				065246.9	-540524	6.57
2588	17		CMa	065502.7	-202417	5.74
2589				065625.8	+095723	5.92
2590	19	Pi	CMa	065537.4	-200811	4.68
2591				065426.7	-422156	6.32
2592				065245.4	-592028	6.41
2593	18	Mu	CMa	065606.6	-140237	5.00
2594				065402.3	-503642	6.26
2595				065546.8	-225629	5.30
2596	20	Iot	CMa	065608.2	-170315	4.37
2597				065725.7	+115427	6.27
2598				065554.8	-314724	6.36
2599				065700.1	-081044	6.34
2600	62		Aur	065902.8	+380308	6.00
2601	39		Gem	065847.4	+260452	6.10
2602		Iot	Vol	065127.0	-705748	5.40
2603				065714.8	-221212	6.61
2604				065645.7	-352030	6.29
2605	40		Gem	065927.9	+255451	6.40
2606				065839.0	+073719	6.27
2607				065733.9	-243750	5.46
2608				065616.0	-484316	4.95
2609				074030.5	+870112	5.07
2610				065857.0	+033608	5.97
2611				065742.4	-273215	6.23
2612				065717.6	-353027	6.23
2613				065920.1	+071901	6.35
2614				065807.6	-270953	6.37
2615	41		Gem	070015.8	+160444	5.68
2616				065835.9	-252450	5.59
2617				070551.8	+704355	6.50
2618	21	Eps	CMa	065837.5	-285820	1.50
2619				065825.1	-340642	5.06
2620				070117.2	+322452	6.59
2621				065843.8	-305952	6.42
2622				070018.0	-052201	6.30
2623				065939.3	-213612	6.26
2624				070023.7	-082425	5.96
2625				070008.1	-200932	6.31
2626				065841.8	-454605	6.22
2627				070039.3	-091211	6.49
2628				070019.3	-220710	6.53
2629				070141.4	+044905	6.63
2630	42	Ome	Gem	070224.8	+241255	5.18
2631				070225.5	+174520	5.94
2632				070217.4	+152010	5.74
2633				070155.0	+053327	6.59
2634				065839.6	-554346	6.27
2635				070233.5	+164027	5.82
2636				070152.9	-012044	6.17
2637				070042.6	-282922	6.27
2638				065836.2	-562341	6.45
2639				070156.4	-054320	5.20
2640				070105.9	-251255	5.63
2641				070049.8	-332755	6.40
2642				070601.3	+594807	6.44
2643				070330.4	+292014	5.93
2644				070539.8	+524529	6.12
2645				070509.0	+474630	6.38
2646	22	Sig	CMa	070143.1	-275605	3.47
2647				070317.9	+090818	5.97
2648	19		Mon	070254.8	-041421	4.99
2649				070338.0	+105706	5.13
2650	43	Zet	Gem	070406.5	+203413	3.79
2651				070351.6	+123540	5.98
2652				070051.5	-512409	5.14
2653	24	Omi2	CMa	070301.5	-235000	3.02
2654				070420.2	+012918	6.57
2655				070405.2	-051925	5.62
2656				070357.3	-100727	6.45
2657	23	Gam	CMa	070345.5	-153800	4.12
2658				070215.6	-432415	6.43
2659	44		Gem	070518.4	+223814	6.02
2660				070611.6	+342826	5.55
2661				070105.1	-585624	6.02
2662				065950.5	-675458	5.17
2663				070539.1	+091109	5.78
2664				070447.1	-220156	6.09
2665				070722.3	+340034	5.91
2666				070402.8	-422014	5.20
2667				070357.3	-433629	5.54
2668				070358.8	-433642	6.79
2669				070725.0	+281038	6.48
2670				070549.7	-103940	6.49
2671				070721.4	+224213	7.68
2672				070353.7	-493502	4.93
2673				070813.3	+334956	6.28
2674				070315.6	-591041	5.50
2675				070836.3	+372642	6.16
2676				070706.4	+045437	6.11
2677				070532.0	-344640	6.14
2678				070640.7	-111739	5.39
2679				070635.9	-122338	6.48
2680				070600.6	-303920	6.34
2681				071358.1	+714900	6.35
2682				070749.5	+072816	5.75
2683				070418.3	-564459	5.17
2684	45		Gem	070822.0	+155551	5.44
2685				070602.3	-382258	6.11
2686				070652.3	-245738	6.08
2687				070516.5	-502137	6.46
2688				070700.1	-263928	6.62
2689		The	Men	065634.4	-792513	5.45
2690				070722.6	-235025	5.71
2691				070707.1	-405336	5.79
2692				071006.7	+211449	6.43
2693	25	Del	CMa	070823.5	-262336	1.84
2694				070920.3	-102050	6.21
2695				070849.3	-240239	6.65
2696	63		Aur	071139.3	+391914	4.90
2697	46	Tau	Gem	071108.4	+301443	4.41
2698				070713.3	-515804	5.96
2699				070933.2	-161405	6.03
2700	47		Gem	071123.1	+265124	5.78
2701	20		Mon	071013.7	-041414	4.92
2702				070851.1	-393921	4.83
2703				071323.4	+512544	5.47
2704				070942.9	-251352	5.69
2705				071009.3	-184107	6.23
2706	48		Gem	071226.4	+240742	5.85
2707	21		Mon	071123.6	-001807	5.45
2708				071019.4	-272929	5.46
2709				072521.9	+811527	6.31
2710				071151.3	+053917	6.09
2711				071249.0	+271329	6.43
2712				070614.1	-685014	6.47
2713				071207.4	+052829	6.16
2714	22	Del	Mon	071151.9	-002934	4.15
2715	18		Lyn	071554.9	+593815	5.20
2716				071141.6	-205259	5.84
2717	51		Gem	071322.3	+160932	5.00
2718	26		CMa	071212.2	-255633	5.92
2719				071047.5	-485556	5.14
2720				071204.1	-304918	6.10
2721				071550.1	+471424	5.58
2722				071426.6	+244239	6.89
2723				071307.2	-111505	5.78
2724				071224.1	-272827	6.59
2725	52		Gem	071441.9	+245306	5.82
2726				071225.7	-363240	5.96
2727				071215.8	-402956	5.31
2728				071432.6	+120657	5.62
2729				071420.0	+030641	5.35
2730				071323.9	-224024	6.01
2731				071411.0	-035405	5.75
2732				071415.5	-095651	5.90
2733				071348.3	-225423	6.36
2734				071336.3	-272123	6.12
2735		Gam1	Vol	070842.2	-702950	5.69
2736		Gam2	Vol	070844.9	-702956	3.78
2737				071733.7	+520751	5.92
2738	53		Gem	071557.1	+275351	5.71
2739				071428.2	-101900	6.03
2740				071233.6	-464534	4.49
2741				071347.1	-310502	6.60
2742				073104.4	+822441	4.96
2743				071357.2	-302024	6.33
2744	24		Mon	071519.3	-000941	6.41
2745	27		CMa	071415.2	-262109	4.66
2746				071313.4	-451059	4.89
2747				071539.4	+075840	5.82
2748				071332.4	-443823	5.10
2749	28	Ome	CMa	071448.7	-264622	3.85
2750				071451.1	-270217	5.58
2751				071831.9	+492754	5.05
2752				071543.1	-103502	5.95
2753	64		Aur	071802.2	+405300	5.78
2754				071202.0	-631124	6.02
2755				071547.5	-234426	6.32
2756				071521.0	-304111	5.36
2757				071804.1	+305721	6.24
2758				071614.5	-153509	5.46
2759				071457.1	-412533	5.94
2760				071717.8	+064050	6.65
2761				071445.9	-465059	5.72
2762				071438.2	-481618	4.76
2763	54	Lam	Gem	071805.6	+163225	3.58
2764				071636.8	-231856	4.79
2765				071731.7	-064048	6.29
2766				071635.0	-275252	4.64
2767				071521.0	-522959	5.97
2768				071657.2	-305348	6.32
2769				071631.8	-381908	5.80
2770				071649.5	-363534	5.03
2771				071615.5	-464628	5.66
2772	47		Cam	072217.2	+595407	6.35
2773		Pi	Pup	071708.6	-370551	2.70
2774				071747.9	-264751	6.46
2775				072103.1	+423920	6.35
2776				072117.5	+451341	5.77
2777	55	Del	Gem	072007.4	+215856	3.53
2778				071922.4	+024426	5.89
2779				071947.6	+070834	5.91
2780				072006.9	+150834	6.45
2781	29		CMa	071840.3	-243332	4.98
2782	30	Tau	CMa	071842.4	-245715	4.40
2783	19		Lyn	072250.9	+551704	6.53
2784	19		Lyn	072252.1	+551653	5.45
2785				071902.0	-191649	6.09
2786				071851.2	-263509	5.28
2787				071818.4	-364403	4.66
2788				071928.1	-162342	5.70
2789				071804.2	-435912	5.85
2790				071838.2	-364434	5.11
2791				071833.6	-391237	5.25
2792				072213.4	+385946	6.40
2793	65		Aur	072202.6	+364538	5.13
2794				071913.7	-334338	6.30
2795	56		Gem	072156.8	+202637	5.10
2796				072058.2	-142136	5.45
2797				073439.7	+805348	6.41
2798				072116.9	-085242	6.55
2799				072053.2	-225106	6.61
2800				072055.0	-265749	6.01
2801				072203.5	+001038	5.99
2802				072104.3	-255329	5.87
2803		Del	Vol	071649.8	-675726	3.98
2804				072457.2	+515314	5.80
2805	66		Aur	072408.5	+404020	5.19
2806				072202.0	-085845	6.43
2807				072218.5	-025844	6.23
2808	57		Gem	072328.5	+250302	5.03
2809				072725.8	+661954	6.47
2810	58		Gem	072328.2	+225643	6.02
2811				072225.4	-055858	5.82
2812				072213.5	-190100	4.96
2813				072021.4	-521842	6.05
2814				072021.7	-521835	6.60
2815				072038.7	-520510	5.39
2816	59		Gem	072433.4	+273817	5.76
2817				072427.7	+153102	6.41
2818	21		Lyn	072642.8	+491241	4.64
2819				072300.6	-315526	5.43
2820	1		CMi	072458.2	+114011	5.30
2821	60	Iot	Gem	072543.6	+274753	3.79
2822				072329.1	-275003	5.38
2823				072331.9	-321208	5.39
2824				072354.3	-301301	6.60
2825				072440.1	-161204	5.33
2826				072417.2	-225446	6.19
2827	31	Eta	CMa	072405.7	-291811	2.45
2828	2	Eps	CMi	072538.9	+091634	4.99
2829				072358.3	-355016	6.31
2830				073052.7	+682756	5.64
2831				072450.7	-190044	6.24
2832				072508.3	-134507	5.78
2833				072551.0	-054630	5.97
2834				072443.8	-314832	5.35
2835				072650.2	+213209	6.54
2836				072627.9	+103630	6.37
2837	61		Gem	072656.3	+201526	5.93
2838				072603.5	-043215	6.76
2839				072519.9	-215858	6.05
2840				072641.3	+110033	6.41
2841				072525.3	-251304	5.78
2842				072447.2	-371724	6.97
2843				072447.3	-371727	6.84
2844				072851.6	+481102	5.72
2845	3	Bet	CMi	072709.0	+081722	2.90
2846	63		Gem	072744.4	+212642	5.22
2847				072543.0	-314419	6.31
2848				064658.7	-870130	6.47
2849	22		Lyn	072956.0	+494021	5.36
2850				072640.7	-234244	6.56
2851	5	Eta	CMi	072802.1	+065631	5.25
2852	62	Rho	Gem	072906.7	+314704	4.18
2853				072708.0	-175152	5.63
2854	4	Gam	CMi	072809.8	+085532	4.32
2855				072659.4	-230510	5.61
2856				072642.3	-340827	5.90
2857	64		Gem	072920.4	+280705	5.05
2858				072847.3	+150634	6.22
2859				072751.7	-113325	5.79
2860				072742.9	-225135	5.95
2861	65		Gem	072948.7	+275458	5.01
2862				072621.9	-510106	5.10
2863				072759.2	-290921	5.54
2864	6		CMi	072947.8	+120024	4.54
2865				072918.7	-015419	5.59
2866				072925.7	-073304	5.86
2867				072922.1	-101936	5.75
2868				072921.9	-145957	6.05
2869				072822.8	-374837	6.58
2870				072851.3	-315054	6.38
2871				072851.5	-315049	7.13
2872				073155.7	+385347	6.54
2873				072904.9	-312723	5.77
2874				072951.4	-230128	4.85
2875				072905.7	-384844	5.43
2876				073051.1	-051335	6.24
2877				073148.4	+170510	5.42
2878		Sig	Pup	072913.8	-431805	3.25
2879				073250.6	+225316	6.54
2880	7	Del1	CMi	073205.9	+015452	5.25
2881				073042.5	-305744	4.65
2882				073042.4	-372023	6.65
2883				073205.8	-085251	5.90
2884				072959.6	-523904	5.87
2885				073125.8	-360910	6.68
2886	68		Gem	073336.5	+154936	5.25
2887	8	Del2	CMi	073311.6	+031725	5.59
2888				072851.3	-643036	6.39
2889				073142.8	-355316	6.61
2890	66	Alp	Gem	073436.0	+315319	2.88
2891	66	Alp	Gem	073436.0	+315318	1.98
2892				073030.9	-542358	5.96
2893				073405.1	+103406	6.28
2894				073647.0	+554519	5.92
2895				073222.3	-355741	6.3 
2896				073508.7	+305740	5.33
2897				073322.1	-142018	6.21
2898				073556.0	+430152	6.30
2899				073319.5	-192445	5.66
2900				073309.7	-244239	5.85
2901	9	Del3	CMi	073415.8	+032217	5.81
2902				073347.9	-143126	4.97
2903				073631.6	+461049	5.65
2904				073446.0	+024330	6.55
2905	69	Ups	Gem	073555.3	+265345	4.06
2906				073403.2	-221746	4.45
2907				073313.5	-400332	6.26
2908				073313.3	-430511	6.52
2909				073418.6	-232825	5.83
2910				073419.1	-232829	5.87
2911				073351.0	-362018	5.54
2912				073428.8	-260700	6.65
2913				073412.8	-332748	6.11
2914				073753.9	+484625	5.92
2915				073717.8	+400131	6.38
2916				073434.9	-270043	5.77
2917				073358.5	-395421	6.76
2918				073634.7	+055142	5.91
2919		Eps	Men	072538.0	-790539	5.53
2920				073616.6	-081841	6.27
2921				073603.9	-142934	5.70
2922				073522.8	-282210	4.64
2923				073607.8	-220938	6.34
2924	70		Gem	073832.8	+350255	5.56
2925				073439.5	-512829	6.28
2926				073814.5	+242137	6.27
2927	25		Mon	073716.7	-040640	5.13
2928				073641.0	-194208	5.74
2929	23		Lyn	074049.5	+570458	6.06
2930	71	Omi	Gem	073909.9	+343503	4.90
2931				073911.9	+241321	6.17
2932				073738.9	-142628	6.53
2933				073716.8	-234630	6.37
2934				073539.7	-523202	4.94
2935				074014.6	+382040	5.73
2936				073954.1	+320035	6.17
2937				073722.1	-345807	4.53
2938	74		Gem	073928.6	+174029	5.05
2939				074112.4	+480754	5.56
2940				073643.9	-484949	5.72
2941				073601.7	-555315	6.39
2942				073744.8	-351638	6.60
2943	10	Alp	CMi	073918.1	+051330	0.38
2944				073818.0	-252153	4.70
2945				073745.2	-380038	6.38
2946	24		Lyn	074300.4	+584237	4.99
2947				073907.1	-184045	6.72
2948				073849.3	-264806	4.50
2949				073849.8	-264813	4.62
2950				074007.0	+051351	6.02
2951				074058.5	+230107	5.89
2952				073824.2	-395929	6.59
2953				074047.3	+134615	6.24
2954				073843.9	-362949	5.80
2955				073832.6	-384652	6.19
2956				073926.9	-265147	6.50
2957				073818.2	-483604	5.68
2958				074035.5	-081109	6.01
2959				074023.2	-151549	4.94
2960				074013.6	-193939	5.93
2961				073927.4	-381830	4.84
2962				074243.5	+340001	6.02
2963				073943.8	-380822	5.73
2964				073947.8	-381539	5.76
2965				074151.8	+132850	5.77
2966				074135.2	+033729	5.94
2967				074203.2	+141230	5.56
2968				073958.0	-373446	6.00
2969				074404.2	+502602	5.27
2970	26	Alp	Mon	074114.8	-093304	3.93
2971				073900.4	-531624	6.06
2972				074043.4	-275645	6.76
2973	75	Sig	Gem	074318.7	+285301	4.28
2974				074052.7	-313939	6.56
2975	51		Cam	074640.1	+652721	5.92
2976				074123.6	-222014	6.18
2977	49		Cam	074627.4	+624950	6.49
2978				074322.2	+222358	6.21
2979				073521.7	-741632	7.16
2980				073521.8	-741632	7.26
2981				074115.8	-383201	5.42
2982				074305.4	+001122	6.19
2983	76		Gem	074406.9	+254703	5.31
2984				074121.8	-443756	6.41
2985	77	Kap	Gem	074426.8	+242353	3.57
2986				074158.0	-383144	6.54
2987				074414.0	+125134	6.43
2988				074248.1	-262104	5.64
2989				074407.4	+022418	6.47
2990	78	Bet	Gem	074518.9	+280134	1.14
2991	79		Gem	074509.3	+201859	6.33
2992				074339.1	-253014	6.55
2993	1		Pup	074332.4	-282440	4.59
2994				074312.0	-360301	5.60
2995				074307.0	-385151	6.89
2996	3		Pup	074348.5	-285717	3.96
2997				075617.3	+801556	6.56
2998				074257.2	-451024	5.06
2999				074639.3	+373103	5.18
3000				073604.2	-773803	6.18
3001				074342.9	-381207	6.40
3002				074341.9	-405602	5.17
3003	81		Gem	074607.4	+183036	4.88
3004				074434.0	-244026	5.62
3005				074306.9	-495934	6.57
3006				074210.2	-583751	6.43
3007				074409.6	-360346	5.80
3008	11		CMi	074616.2	+104606	5.30
3009	2		Pup	074528.7	-144110	6.89
3010	2		Pup	074529.1	-144127	6.07
3011				074434.2	-375635	5.88
3012				074253.3	-581348	6.21
3013	80	Pi	Gem	074730.3	+332456	5.14
3014				074602.2	-064621	5.49
3015	4		Pup	074556.9	-143350	5.04
3016				074504.6	-375316	6.54
3017				074515.3	-375807	3.61
3018				074535.0	-341023	5.37
3019				074644.9	-124031	6.39
3020				074518.1	-434508	6.03
3021	82		Gem	074833.6	+230828	6.18
3022				074610.4	-375602	5.88
3023				074712.5	-223111	5.90
3024		Zet	Vol	074149.2	-723622	3.95
3025				074633.4	-400335	6.57
3026				074738.5	-155927	6.34
3027				074745.2	-160052	6.43
3028				075105.7	+540745	6.02
3029	5		Pup	074756.7	-121135	5.48
3030				074902.0	+132215	6.04
3031				074535.6	-564321	6.12
3032				074705.8	-391953	6.31
3033				074858.9	+041958	6.53
3034		Omi	Pup	074805.2	-255614	4.50
3035				074725.0	-383040	5.08
3036				074443.9	-660419	6.38
3037				074731.5	-463631	5.23
3038				074413.0	-694917	6.18
3039				075236.6	+551234	6.38
3040				075102.3	+331401	6.03
3041				074808.5	-403908	6.14
3042				074928.6	-132112	6.23
3043				074901.7	-245444	5.33
3044	6		Pup	074941.2	-171342	5.18
3045	7	Xi	Pup	074917.7	-245135	3.34
3046				074820.3	-470440	4.71
3047				075010.6	-091100	5.61
3048				074945.2	-201225	6.56
3049				074914.7	-351436	5.93
3050				075047.4	+031638	6.18
3051				075005.7	-193125	6.12
3052				074935.4	-331720	5.60
3053				075156.7	+191931	5.99
3054				075055.2	-110743	6.16
3055				074914.3	-462224	4.11
3056				074819.2	-562816	6.33
3057				074928.2	-444507	6.32
3058				074912.9	-465128	5.84
3059	13	Zet	CMi	075142.0	+014601	5.14
3060				075100.0	-243142	6.45
3061				075207.2	+031638	6.31
3062				074906.7	-562438	5.59
3063	8		Pup	075140.9	-124910	6.36
3064	9		Pup	075146.3	-135353	5.17
3065	25		Lyn	075429.3	+472310	6.25
3066	26		Lyn	075442.7	+473353	5.45
3067	83	Phi	Gem	075329.8	+264557	4.97
3068				075142.9	-211026	5.63
3069				075042.4	-443447	6.45
3070				074912.9	-601701	5.78
3071				075023.9	-503035	5.91
3072				075247.9	-052541	5.76
3073	10		Pup	075218.9	-145047	5.69
3074				075120.5	-430544	6.32
3075				080011.7	+735505	5.41
3076				074954.8	-600304	6.72
3077				075626.8	+563016	6.72
3078				075140.3	-425318	6.04
3079				075215.7	-344219	5.01
3080				075213.0	-403433	3.73
3081				074941.0	-661145	5.79
3082				080447.1	+792847	5.42
3083				075540.8	+352446	6.23
3084				075238.7	-385147	4.49
3085				075303.5	-362150	5.43
3086	85		Gem	075539.9	+195302	5.35
3087				075531.4	+085146	5.86
3088				075229.7	-542202	5.70
3089				075303.7	-493647	4.63
3090				075318.2	-480611	4.24
3091				075411.0	-355239	5.49
3092				075439.9	-345049	6.15
3093				075623.9	+042909	6.17
3094				075816.6	+435839	6.34
3095	1		Cnc	075659.4	+154725	5.78
3096				075513.7	-305503	6.44
3097				075715.9	+083829	6.05
3098				075716.2	+010737	6.35
3099				075622.8	-301707	6.33
3100				075500.5	-523459	6.38
3101				075546.5	-435042	6.02
3102	11		Pup	075651.5	-225248	4.20
3103				075805.8	+071249	6.41
3104				075831.5	+163107	5.99
3105				075453.2	-571811	5.63
3106				080120.7	+590251	5.77
3107				075624.3	-404411	6.78
3108				081653.8	+840328	6.49
3109	53		Cam	080142.4	+601928	6.01
3110	14		CMi	075820.6	+021329	5.29
3111				075657.9	-422422	6.09
3112				080230.8	+630525	6.40
3113				075740.1	-302005	4.79
3114				075657.9	-433001	5.35
3115				075935.1	+131432	6.02
3116				075718.4	-440635	5.09
3117		Chi	Car	075646.7	-525856	3.47
3118				075720.0	-475325	6.22
3119				080235.8	+571625	6.49
3120				075618.6	-603135	5.74
3121				075751.8	-453440	5.17
3122	27		Mon	075944.1	-034047	4.93
3123	12		Pup	075905.7	-231838	5.11
3124	2	Ome1	Cnc	080055.9	+252334	5.83
3125				080048.0	+194858	6.25
3126				075650.7	-590735	6.25
3127				080100.7	+233459	6.34
3128	3		Cnc	080047.3	+171831	5.55
3129				075814.4	-491442	4.41
3130				080155.1	+352447	6.34
3131				075952.0	-182357	4.61
3132	4	Ome2	Cnc	080143.8	+250523	6.31
3133				075821.4	-512655	6.44
3134	5		Cnc	080130.3	+162719	5.99
3135				080044.1	-025254	6.51
3136				080113.8	+045247	5.65
3137				075901.8	-451258	5.99
3138				075746.9	-601812	5.60
3139				075712.5	-631749	6.14
3140				075928.4	-391750	5.24
3141	28		Mon	080113.3	-012333	4.68
3142				075912.3	-495836	6.32
3143				075913.4	-495825	6.34
3144				080150.7	+085450	6.22
3145				080215.9	+022004	4.39
3146				080019.6	-452725	6.61
3147				075850.5	-604928	5.81
3148				080014.9	-485853	6.02
3149		Chi	Gem	080331.1	+274739	4.94
3150				080226.0	-062014	6.33
3151				080028.9	-485217	6.12
3152				075940.2	-601227	6.33
3153				075937.6	-603513	5.17
3154				080137.4	-371701	5.95
3155				080206.2	-370302	6.34
3156				080049.9	-540905	5.87
3157				080122.9	-543054	6.10
3158				080445.2	+185032	6.15
3159				080020.0	-633403	4.82
3160				080304.1	-322750	5.82
3161				080131.5	-552718	6.28
3162				080244.8	-411836	5.52
3163	8		Cnc	080504.5	+130705	5.12
3164				080537.0	+273147	6.21
3165		Zet	Pup	080335.1	-400012	2.25
3166				080329.5	-425655	6.29
3167	28		Lyn	080709.9	+431537	6.26
3168	14		Pup	080441.5	-194341	6.13
3169	9	Mu 1	Cnc	080618.4	+223808	5.99
3170				080416.2	-324030	5.31
3171				075916.1	-731441	6.34
3172				080549.6	-003425	6.41
3173	27		Lyn	080827.4	+513024	4.84
3174				080627.5	-091442	6.23
3175				081003.8	+581453	5.93
3176	10	Mu 2	Cnc	080745.8	+213454	5.30
3177				080544.9	-333409	6.14
3178				080442.4	-503526	5.95
3179				080520.4	-465844	6.19
3180				080504.0	-530629	5.53
3181				080923.1	+422550	6.27
3182				081248.8	+682827	5.32
3183				080718.0	-203317	5.38
3184	12		Cnc	080842.4	+133827	6.27
3185	15	Rho	Pup	080732.6	-241815	2.81
3186				080442.9	-625010	6.30
3187				080640.4	-451559	5.05
3188	29	Zet	Mon	080835.6	-025902	4.34
3189				080856.9	-112023	6.32
3190				080843.5	-202147	6.36
3191	14	Psi	Cnc	081027.2	+253026	5.73
3192	16		Pup	080901.6	-191442	4.40
3193				081121.6	+384353	6.58
3194				080928.5	-161456	5.68
3195				080837.6	-374053	6.37
3196				080906.7	-301921	6.65
3197				082432.9	+822551	6.32
3198				081058.8	+143746	6.23
3199				080910.2	-352718	6.20
3200				081350.2	+562708	5.85
3201				081116.6	+094916	6.07
3202	18		Pup	081039.8	-134757	5.54
3203				080909.6	-484104	5.70
3204				080935.9	-440722	5.21
3205				080947.7	-423826	6.26
3206		Gam1	Vel	080929.3	-472045	4.27
3207		Gam2	Vel	080932.0	-472012	1.78
